"Id";"forme";"féminin";"féminin_pluriel";"pluriel";"type";"présent_dans_table_noms_et_adjectifs";"z";"participe_présent_orésent_dans_table_noms_et_adjectifs";"participe_passé_présent_dans_table_noms_et_adjectifs";"adverbe";"pluriel_correct";"féminin_correct";"féminin_pluriel_correct";"forme_correcte";"doublons";"à supprimer";"indice"
88723;"imaginant";"imaginante";"imaginantes";"imaginants";4;0;0;0;0;0;;;;;0;0;3
88724;"imbibant";"imbibante";"imbibantes";"imbibants";4;0;0;0;0;0;;;;;0;0;0
88725;"imbriquant";"imbriquante";"imbriquantes";"imbriquants";4;0;0;0;0;0;;;;;0;0;2
88726;"imitant";"imitante";"imitantes";"imitants";4;0;0;0;0;0;;;;;0;0;0
88727;"immatérialisant";"immatérialisante";"immatérialisantes";"immatérialisants";4;0;1;0;0;0;;;;;0;0;0
88728;"immatriculant";"immatriculante";"immatriculantes";"immatriculants";4;0;0;0;0;0;;;;;0;0;0
88729;"immergeant";"immergeante";"immergeantes";"immergeants";4;0;0;0;0;0;;;;;0;0;0
88730;"immigrant";"immigrante";"immigrantes";"immigrants";4;0;0;0;0;0;;;;;0;0;2
88731;"immobilisant";"immobilisante";"immobilisantes";"immobilisants";4;0;1;0;0;0;;;;;0;0;0
88732;"immolant";"immolante";"immolantes";"immolants";4;0;0;0;0;0;;;;;0;0;0
88733;"immortalisant";"immortalisante";"immortalisantes";"immortalisants";4;0;1;0;0;0;;;;;0;0;0
88734;"immunisant";"immunisante";"immunisantes";"immunisants";4;0;1;0;0;0;;;;;0;0;1
88735;"impactant";"impactante";"impactantes";"impactants";4;0;0;0;0;0;;;;;0;0;1
88736;"impartissant";"impartissante";"impartissantes";"impartissants";4;0;0;0;0;0;;;;;0;0;0
88737;"impatientant";"impatientante";"impatientantes";"impatientants";4;0;0;0;0;0;;;;;0;0;0
88738;"impatronisant";"impatronisante";"impatronisantes";"impatronisants";4;0;1;0;0;0;;;;;0;0;0
88739;"imperméabilisant";"imperméabilisante";"imperméabilisantes";"imperméabilisants";4;0;1;0;0;0;;;;;0;0;0
88740;"impétrant";"impétrante";"impétrantes";"impétrants";4;0;0;0;0;0;;;;;0;0;0
88741;"implantant";"implantante";"implantantes";"implantants";4;0;0;0;0;0;;;;;0;0;0
88742;"implémentant";"implémentante";"implémentantes";"implémentants";4;0;0;0;0;0;;;;;0;0;0
88743;"impliquant";"impliquante";"impliquantes";"impliquants";4;0;0;0;0;0;;;;;0;0;156
88744;"implorant";"implorante";"implorantes";"implorants";4;0;0;0;0;0;;;;;0;0;1
88745;"implosant";"implosante";"implosantes";"implosants";4;0;1;0;0;0;;;;;0;0;0
88746;"important";"importante";"importantes";"importants";4;0;0;0;0;0;;;;;0;0;1295
88747;"importunant";"importunante";"importunantes";"importunants";4;0;0;0;0;0;;;;;0;0;0
88748;"imposant";"imposante";"imposantes";"imposants";4;0;1;0;0;0;;;;;0;0;83
88749;"imprégnant";"imprégnante";"imprégnantes";"imprégnants";4;0;0;0;0;0;;;;;0;0;0
88750;"impressionnant";"impressionnante";"impressionnantes";"impressionnants";4;0;0;0;0;0;;;;;0;0;17
88751;"imprimant";"imprimante";"imprimantes";"imprimants";4;0;0;0;0;0;;;;;0;0;0
88752;"improuvant";"improuvante";"improuvantes";"improuvants";4;0;0;0;0;0;;;;;0;0;0
88753;"improvisant";"improvisante";"improvisantes";"improvisants";4;0;1;0;0;0;;;;;0;0;0
88754;"impulsant";"impulsante";"impulsantes";"impulsants";4;0;0;0;0;0;;;;;0;0;0
88755;"imputant";"imputante";"imputantes";"imputants";4;0;0;0;0;0;;;;;0;0;0
88756;"inactivant";"inactivante";"inactivantes";"inactivants";4;0;0;0;0;0;;;;;0;0;0
88757;"inaugurant";"inaugurante";"inaugurantes";"inaugurants";4;0;0;0;0;0;;;;;0;0;0
88758;"incarcérant";"incarcérante";"incarcérantes";"incarcérants";4;0;0;0;0;0;;;;;0;0;0
88759;"incarnant";"incarnante";"incarnantes";"incarnants";4;0;0;0;0;0;;;;;0;0;4
88760;"incendiant";"incendiante";"incendiantes";"incendiants";4;0;0;0;0;0;;;;;0;0;0
88761;"incidentant";"incidentante";"incidentantes";"incidentants";4;0;0;0;0;0;;;;;0;0;0
88762;"incinérant";"incinérante";"incinérantes";"incinérants";4;0;0;0;0;0;;;;;0;0;0
88763;"incisant";"incisante";"incisantes";"incisants";4;0;1;0;0;0;;;;;0;0;0
88764;"incitant";"incitante";"incitantes";"incitants";4;0;0;0;0;0;;;;;0;0;14
88765;"inclinant";"inclinante";"inclinantes";"inclinants";4;0;0;0;0;0;;;;;0;0;1
88766;"incluant";"incluante";"incluantes";"incluants";4;0;0;0;0;0;;;;;0;0;88
88767;"incombant";"incombante";"incombantes";"incombants";4;0;0;0;0;0;;;;;0;0;23
88768;"incommodant";"incommodante";"incommodantes";"incommodants";4;0;0;0;0;0;;;;;0;0;0
88769;"incorporant";"incorporante";"incorporantes";"incorporants";4;0;0;0;0;0;;;;;0;0;1
88770;"incrémentant";"incrémentante";"incrémentantes";"incrémentants";4;0;0;0;0;0;;;;;0;0;0
88771;"incriminant";"incriminante";"incriminantes";"incriminants";4;0;0;0;0;0;;;;;0;0;5
88772;"incrustant";"incrustante";"incrustantes";"incrustants";4;0;0;0;0;0;;;;;0;0;0
88773;"incubant";"incubante";"incubantes";"incubants";4;0;0;0;0;0;;;;;0;0;0
88774;"inculpant";"inculpante";"inculpantes";"inculpants";4;0;0;0;0;0;;;;;0;0;0
88775;"inculquant";"inculquante";"inculquantes";"inculquants";4;0;0;0;0;0;;;;;0;0;0
88776;"incurvant";"incurvante";"incurvantes";"incurvants";4;0;0;0;0;0;;;;;0;0;0
88777;"indemnisant";"indemnisante";"indemnisantes";"indemnisants";4;0;1;0;0;0;;;;;0;0;0
88778;"indexant";"indexante";"indexantes";"indexants";4;0;0;0;0;0;;;;;0;0;0
88779;"indianisant";"indianisante";"indianisantes";"indianisants";4;0;1;0;0;0;;;;;0;0;0
88780;"indiçant";"indiçante";"indiçantes";"indiçants";4;0;0;0;0;0;;;;;0;0;0
88781;"indifférant";"indifférante";"indifférantes";"indifférants";4;0;0;0;0;0;;;;;0;0;0
88782;"indignant";"indignante";"indignantes";"indignants";4;0;0;0;0;0;;;;;0;0;0
88783;"indiquant";"indiquante";"indiquantes";"indiquants";4;0;0;0;0;0;;;;;0;0;176
88784;"indisposant";"indisposante";"indisposantes";"indisposants";4;0;1;0;0;0;;;;;0;0;0
88785;"individualisant";"individualisante";"individualisantes";"individualisants";4;0;1;0;0;0;;;;;0;0;0
88786;"induisant";"induisante";"induisantes";"induisants";4;0;1;0;0;0;;;;;0;0;10
88787;"indulgenciant";"indulgenciante";"indulgenciantes";"indulgenciants";4;0;0;0;0;0;;;;;0;0;0
88788;"indurant";"indurante";"indurantes";"indurants";4;0;0;0;0;0;;;;;0;0;0
88789;"industrialisant";"industrialisante";"industrialisantes";"industrialisants";4;0;1;0;0;0;;;;;0;0;0
88790;"infantilisant";"infantilisante";"infantilisantes";"infantilisants";4;0;1;0;0;0;;;;;0;0;0
88791;"infatuant";"infatuante";"infatuantes";"infatuants";4;0;0;0;0;0;;;;;0;0;0
88792;"infectant";"infectante";"infectantes";"infectants";4;0;0;0;0;0;;;;;0;0;0
88793;"inféodant";"inféodante";"inféodantes";"inféodants";4;0;0;0;0;0;;;;;0;0;0
88794;"inférant";"inférante";"inférantes";"inférants";4;0;0;0;0;0;;;;;0;0;0
88795;"infériorisant";"infériorisante";"infériorisantes";"infériorisants";4;0;1;0;0;0;;;;;0;0;0
88796;"infestant";"infestante";"infestantes";"infestants";4;0;0;0;0;0;;;;;0;0;0
88797;"infiltrant";"infiltrante";"infiltrantes";"infiltrants";4;0;0;0;0;0;;;;;0;0;0
88798;"infirmant";"infirmante";"infirmantes";"infirmants";4;0;0;0;0;0;;;;;0;0;0
88799;"infléchissant";"infléchissante";"infléchissantes";"infléchissants";4;0;0;0;0;0;;;;;0;0;0
88800;"infligeant";"infligeante";"infligeantes";"infligeants";4;0;0;0;0;0;;;;;0;0;6
88801;"influençant";"influençante";"influençantes";"influençants";4;0;0;0;0;0;;;;;0;0;0
88802;"influant";"influante";"influantes";"influants";4;0;0;0;0;0;;;;;0;0;0
88803;"informatisant";"informatisante";"informatisantes";"informatisants";4;0;1;0;0;0;;;;;0;0;0
88804;"informant";"informante";"informantes";"informants";4;0;0;0;0;0;;;;;0;0;16
88805;"infusant";"infusante";"infusantes";"infusants";4;0;1;0;0;0;;;;;0;0;0
88806;"ingérant";"ingérante";"ingérantes";"ingérants";4;0;0;0;0;0;;;;;0;0;0
88807;"ingurgitant";"ingurgitante";"ingurgitantes";"ingurgitants";4;0;0;0;0;0;;;;;0;0;0
88808;"inhalant";"inhalante";"inhalantes";"inhalants";4;0;0;0;0;0;;;;;0;0;0
88809;"inhibant";"inhibante";"inhibantes";"inhibants";4;0;0;0;0;0;;;;;0;0;0
88810;"inhumant";"inhumante";"inhumantes";"inhumants";4;0;0;0;0;0;;;;;0;0;0
88811;"initialisant";"initialisante";"initialisantes";"initialisants";4;0;1;0;0;0;;;;;0;0;0
88812;"initiant";"initiante";"initiantes";"initiants";4;0;0;0;0;0;;;;;0;0;0
88813;"injectant";"injectante";"injectantes";"injectants";4;0;0;0;0;0;;;;;0;0;0
88814;"injuriant";"injuriante";"injuriantes";"injuriants";4;0;0;0;0;0;;;;;0;0;0
88815;"innervant";"innervante";"innervantes";"innervants";4;0;0;0;0;0;;;;;0;0;0
88816;"innocentant";"innocentante";"innocentantes";"innocentants";4;0;0;0;0;0;;;;;0;0;0
88817;"innovant";"innovante";"innovantes";"innovants";4;0;0;0;0;0;;;;;0;0;7
88818;"inoculant";"inoculante";"inoculantes";"inoculants";4;0;0;0;0;0;;;;;0;0;0
88819;"inondant";"inondante";"inondantes";"inondants";4;0;0;0;0;0;;;;;0;0;0
88820;"inquiétant";"inquiétante";"inquiétantes";"inquiétants";4;0;0;0;0;0;;;;;0;0;30
88821;"inscrivant";"inscrivante";"inscrivantes";"inscrivants";4;0;0;0;0;0;;;;;0;0;16
88822;"insculpant";"insculpante";"insculpantes";"insculpants";4;0;0;0;0;0;;;;;0;0;0
88823;"inséminant";"inséminante";"inséminantes";"inséminants";4;0;0;0;0;0;;;;;0;0;0
88824;"insensibilisant";"insensibilisante";"insensibilisantes";"insensibilisants";4;0;1;0;0;0;;;;;0;0;0
88825;"insérant";"insérante";"insérantes";"insérants";4;0;0;0;0;0;;;;;0;0;0
88826;"insinuant";"insinuante";"insinuantes";"insinuants";4;0;0;0;0;0;;;;;0;0;2
88827;"insistant";"insistante";"insistantes";"insistants";4;0;0;0;0;0;;;;;0;0;30
88828;"insolant";"insolante";"insolantes";"insolants";4;0;0;0;0;0;;;;;0;0;0
88829;"insolubilisant";"insolubilisante";"insolubilisantes";"insolubilisants";4;0;1;0;0;0;;;;;0;0;0
88830;"insonorisant";"insonorisante";"insonorisantes";"insonorisants";4;0;1;0;0;0;;;;;0;0;0
88831;"inspectant";"inspectante";"inspectantes";"inspectants";4;0;0;0;0;0;;;;;0;0;0
88832;"inspirant";"inspirante";"inspirantes";"inspirants";4;0;0;0;0;0;;;;;0;0;57
88833;"installant";"installante";"installantes";"installants";4;0;0;0;0;0;;;;;0;0;0
88834;"instaurant";"instaurante";"instaurantes";"instaurants";4;0;0;0;0;0;;;;;0;0;59
88835;"instiguant";"instiguante";"instiguantes";"instiguants";4;0;0;0;0;0;;;;;0;0;0
88836;"instillant";"instillante";"instillantes";"instillants";4;0;0;0;0;0;;;;;0;0;0
88837;"instituant";"instituante";"instituantes";"instituants";4;0;0;0;0;0;;;;;0;0;325
88838;"institutionnalisant";"institutionnalisante";"institutionnalisantes";"institutionnalisants";4;0;1;0;0;0;;;;;0;0;1
88839;"instruisant";"instruisante";"instruisantes";"instruisants";4;0;1;0;0;0;;;;;0;0;0
88840;"instrumentalisant";"instrumentalisante";"instrumentalisantes";"instrumentalisants";4;0;1;0;0;0;;;;;0;0;0
88841;"instrumentant";"instrumentante";"instrumentantes";"instrumentants";4;0;0;0;0;0;;;;;0;0;0
88842;"insufflant";"insufflante";"insufflantes";"insufflants";4;0;0;0;0;0;;;;;0;0;0
88843;"insultant";"insultante";"insultantes";"insultants";4;0;0;0;0;0;;;;;0;0;3
88844;"insupportant";"insupportante";"insupportantes";"insupportants";4;0;0;0;0;0;;;;;0;0;0
88845;"intaillant";"intaillante";"intaillantes";"intaillants";4;0;0;0;0;0;;;;;0;0;0
88846;"intégrant";"intégrante";"intégrantes";"intégrants";4;0;0;0;0;0;;;;;0;0;7
88847;"intellectualisant";"intellectualisante";"intellectualisantes";"intellectualisants";4;0;1;0;0;0;;;;;0;0;0
88848;"intensifiant";"intensifiante";"intensifiantes";"intensifiants";4;0;0;0;0;0;;;;;0;0;1
88849;"intentant";"intentante";"intentantes";"intentants";4;0;0;0;0;0;;;;;0;0;0
88850;"interagissant";"interagissante";"interagissantes";"interagissants";4;0;0;0;0;0;;;;;0;0;0
88851;"intercalant";"intercalante";"intercalantes";"intercalants";4;0;0;0;0;0;;;;;0;0;0
88852;"intercédant";"intercédante";"intercédantes";"intercédants";4;0;0;0;0;0;;;;;0;0;0
88853;"interceptant";"interceptante";"interceptantes";"interceptants";4;0;0;0;0;0;;;;;0;0;2
88854;"interclassant";"interclassante";"interclassantes";"interclassants";4;0;0;0;0;0;;;;;0;0;0
88855;"interconnectant";"interconnectante";"interconnectantes";"interconnectants";4;0;0;0;0;0;;;;;0;0;0
88856;"interdisant";"interdisante";"interdisantes";"interdisants";4;0;1;0;0;0;;;;;0;0;15
88857;"intéressant";"intéressante";"intéressantes";"intéressants";4;0;0;0;0;0;;;;;0;0;115
88858;"interférant";"interférante";"interférantes";"interférants";4;0;0;0;0;0;;;;;0;0;0
88859;"interfoliant";"interfoliante";"interfoliantes";"interfoliants";4;0;0;0;0;0;;;;;0;0;0
88860;"intériorisant";"intériorisante";"intériorisantes";"intériorisants";4;0;1;0;0;0;;;;;0;0;0
88861;"interjetant";"interjetante";"interjetantes";"interjetants";4;0;0;0;0;0;;;;;0;0;0
88862;"interlignant";"interlignante";"interlignantes";"interlignants";4;0;0;0;0;0;;;;;0;0;0
88863;"interloquant";"interloquante";"interloquantes";"interloquants";4;0;0;0;0;0;;;;;0;0;0
88864;"internationalisant";"internationalisante";"internationalisantes";"internationalisants";4;0;1;0;0;0;;;;;0;0;0
88865;"internant";"internante";"internantes";"internants";4;0;0;0;0;0;;;;;0;0;0
88866;"interpellant";"interpellante";"interpellantes";"interpellants";4;0;0;0;0;0;;;;;0;0;0
88867;"interpolant";"interpolante";"interpolantes";"interpolants";4;0;0;0;0;0;;;;;0;0;0
88868;"interposant";"interposante";"interposantes";"interposants";4;0;1;0;0;0;;;;;0;0;0
88869;"interprétant";"interprétante";"interprétantes";"interprétants";4;0;0;0;0;0;;;;;0;0;0
88870;"interrogeant";"interrogeante";"interrogeantes";"interrogeants";4;0;0;0;0;0;;;;;0;0;1
88871;"interrompant";"interrompante";"interrompantes";"interrompants";4;0;0;0;0;0;;;;;0;0;0
88872;"intervenant";"intervenante";"intervenantes";"intervenants";4;0;0;0;0;0;;;;;0;0;70
88873;"intervertissant";"intervertissante";"intervertissantes";"intervertissants";4;0;0;0;0;0;;;;;0;0;0
88874;"interviewant";"interviewante";"interviewantes";"interviewants";4;0;0;0;0;0;;;;;0;0;0
88875;"intimant";"intimante";"intimantes";"intimants";4;0;0;0;0;0;;;;;0;0;0
88876;"intimidant";"intimidante";"intimidantes";"intimidants";4;0;0;0;0;0;;;;;0;0;0
88877;"intitulant";"intitulante";"intitulantes";"intitulants";4;0;0;0;0;0;;;;;0;0;0
88878;"intoxiquant";"intoxiquante";"intoxiquantes";"intoxiquants";4;0;0;0;0;0;;;;;0;0;0
88879;"intriguant";"intriguante";"intriguantes";"intriguants";4;0;0;0;0;0;;;;;0;0;0
88880;"intriquant";"intriquante";"intriquantes";"intriquants";4;0;0;0;0;0;;;;;0;0;0
88881;"introduisant";"introduisante";"introduisantes";"introduisants";4;0;1;0;0;0;;;;;0;0;18
88882;"intronisant";"intronisante";"intronisantes";"intronisants";4;0;1;0;0;0;;;;;0;0;0
88883;"intubant";"intubante";"intubantes";"intubants";4;0;0;0;0;0;;;;;0;0;0
88884;"intuitionnant";"intuitionnante";"intuitionnantes";"intuitionnants";4;0;0;0;0;0;;;;;0;0;0
88885;"invalidant";"invalidante";"invalidantes";"invalidants";4;0;0;0;0;0;;;;;0;0;1
88886;"invectivant";"invectivante";"invectivantes";"invectivants";4;0;0;0;0;0;;;;;0;0;0
88887;"inventant";"inventante";"inventantes";"inventants";4;0;0;0;0;0;;;;;0;0;10
88888;"inventoriant";"inventoriante";"inventoriantes";"inventoriants";4;0;0;0;0;0;;;;;0;0;0
88889;"inversant";"inversante";"inversantes";"inversants";4;0;0;0;0;0;;;;;0;0;0
88890;"invertissant";"invertissante";"invertissantes";"invertissants";4;0;0;0;0;0;;;;;0;0;0
88891;"investissant";"investissante";"investissantes";"investissants";4;0;0;0;0;0;;;;;0;0;2
88892;"invitant";"invitante";"invitantes";"invitants";4;0;0;0;0;0;;;;;0;0;50
88893;"invoquant";"invoquante";"invoquantes";"invoquants";4;0;0;0;0;0;;;;;0;0;11
88894;"iodant";"iodante";"iodantes";"iodants";4;0;0;0;0;0;;;;;0;0;0
88895;"iodlant";"iodlante";"iodlantes";"iodlants";4;0;0;0;0;0;;;;;0;0;0
88896;"ionisant";"ionisante";"ionisantes";"ionisants";4;0;1;0;0;0;;;;;0;0;0
88897;"ioulant";"ioulante";"ioulantes";"ioulants";4;0;0;0;0;0;;;;;0;0;0
88898;"irisant";"irisante";"irisantes";"irisants";4;0;1;0;0;0;;;;;0;0;0
88899;"ironisant";"ironisante";"ironisantes";"ironisants";4;0;1;0;0;0;;;;;0;0;0
88900;"irradiant";"irradiante";"irradiantes";"irradiants";4;0;0;0;0;0;;;;;0;0;0
88901;"irriguant";"irriguante";"irriguantes";"irriguants";4;0;0;0;0;0;;;;;0;0;0
88902;"irritant";"irritante";"irritantes";"irritants";4;0;0;0;0;0;;;;;0;0;3
88903;"islamisant";"islamisante";"islamisantes";"islamisants";4;0;1;0;0;0;;;;;0;0;0
88904;"isolant";"isolante";"isolantes";"isolants";4;0;1;0;0;0;;;;;0;0;1
88905;"italianisant";"italianisante";"italianisantes";"italianisants";4;0;1;0;0;0;;;;;0;0;1
88906;"itérant";"itérante";"itérantes";"itérants";4;0;0;0;0;0;;;;;0;0;0
88907;"ixant";"ixante";"ixantes";"ixants";4;0;0;0;0;0;;;;;0;0;0
88908;"jablant";"jablante";"jablantes";"jablants";4;0;0;0;0;0;;;;;0;0;0
88909;"jabotant";"jabotante";"jabotantes";"jabotants";4;0;0;0;0;0;;;;;0;0;0
88910;"jacassant";"jacassante";"jacassantes";"jacassants";4;0;0;0;0;0;;;;;0;0;0
88911;"jachérant";"jachérante";"jachérantes";"jachérants";4;0;0;0;0;0;;;;;0;0;0
88912;"jactant";"jactante";"jactantes";"jactants";4;0;0;0;0;0;;;;;0;0;0
88913;"jaillissant";"jaillissante";"jaillissantes";"jaillissants";4;0;0;0;0;0;;;;;0;0;2
88914;"jalonnant";"jalonnante";"jalonnantes";"jalonnants";4;0;0;0;0;0;;;;;0;0;0
88915;"jalousant";"jalousante";"jalousantes";"jalousants";4;0;1;0;0;0;;;;;0;0;0
88916;"jambonnant";"jambonnante";"jambonnantes";"jambonnants";4;0;0;0;0;0;;;;;0;0;0
88917;"japonisant";"japonisante";"japonisantes";"japonisants";4;0;1;0;0;0;;;;;0;0;0
88918;"japonnant";"japonnante";"japonnantes";"japonnants";4;0;0;0;0;0;;;;;0;0;0
88919;"jappant";"jappante";"jappantes";"jappants";4;0;0;0;0;0;;;;;0;0;0
88920;"jardinant";"jardinante";"jardinantes";"jardinants";4;0;0;0;0;0;;;;;0;0;0
88921;"jargonnant";"jargonnante";"jargonnantes";"jargonnants";4;0;0;0;0;0;;;;;0;0;0
88922;"jarretant";"jarretante";"jarretantes";"jarretants";4;0;0;0;0;0;;;;;0;0;0
88923;"jasant";"jasante";"jasantes";"jasants";4;0;1;0;0;0;;;;;0;0;0
88924;"jaspant";"jaspante";"jaspantes";"jaspants";4;0;0;0;0;0;;;;;0;0;0
88925;"jaspinant";"jaspinante";"jaspinantes";"jaspinants";4;0;0;0;0;0;;;;;0;0;0
88926;"jaugeant";"jaugeante";"jaugeantes";"jaugeants";4;0;0;0;0;0;;;;;0;0;0
88927;"jaunissant";"jaunissante";"jaunissantes";"jaunissants";4;0;0;0;0;0;;;;;0;0;1
88928;"javelant";"javelante";"javelantes";"javelants";4;0;0;0;0;0;;;;;0;0;0
88929;"javellisant";"javellisante";"javellisantes";"javellisants";4;0;1;0;0;0;;;;;0;0;0
88930;"jerkant";"jerkante";"jerkantes";"jerkants";4;0;0;0;0;0;;;;;0;0;0
88931;"jetant";"jetante";"jetantes";"jetants";4;0;0;0;0;0;;;;;0;0;0
88932;"jeénant";"jeénante";"jeénantes";"jeénants";4;0;0;0;0;0;;;;;0;0;0
88933;"jobardant";"jobardante";"jobardantes";"jobardants";4;0;0;0;0;0;;;;;0;0;0
88934;"jodlant";"jodlante";"jodlantes";"jodlants";4;0;0;0;0;0;;;;;0;0;0
88935;"joggant";"joggante";"joggantes";"joggants";4;0;0;0;0;0;;;;;0;0;0
88936;"joignant";"joignante";"joignantes";"joignants";4;0;0;0;0;0;;;;;0;0;9
88937;"jointoyant";"jointoyante";"jointoyantes";"jointoyants";4;0;0;0;0;0;;;;;0;0;0
88938;"jonçant";"jonçante";"jonçantes";"jonçants";4;0;0;0;0;0;;;;;0;0;0
88939;"jonchant";"jonchante";"jonchantes";"jonchants";4;0;0;0;0;0;;;;;0;0;0
88940;"jonglant";"jonglante";"jonglantes";"jonglants";4;0;0;0;0;0;;;;;0;0;0
88941;"jouaillant";"jouaillante";"jouaillantes";"jouaillants";4;0;0;0;0;0;;;;;0;0;0
88942;"joualisant";"joualisante";"joualisantes";"joualisants";4;0;1;0;0;0;;;;;0;0;0
88943;"jouant";"jouante";"jouantes";"jouants";4;0;0;0;0;0;;;;;0;0;13
88944;"jouissant";"jouissante";"jouissantes";"jouissants";4;0;0;0;0;0;;;;;0;0;11
88945;"jouquant";"jouquante";"jouquantes";"jouquants";4;0;0;0;0;0;;;;;0;0;0
88946;"joutant";"joutante";"joutantes";"joutants";4;0;0;0;0;0;;;;;0;0;0
88947;"jouxtant";"jouxtante";"jouxtantes";"jouxtants";4;0;0;0;0;0;;;;;0;0;0
88948;"jubilant";"jubilante";"jubilantes";"jubilants";4;0;0;0;0;0;;;;;0;0;0
88949;"juchant";"juchante";"juchantes";"juchants";4;0;0;0;0;0;;;;;0;0;0
88950;"judaïsant";"judaïsante";"judaïsantes";"judaïsants";4;0;0;0;0;0;;;;;0;0;0
88951;"jugeant";"jugeante";"jugeantes";"jugeants";4;0;0;0;0;0;;;;;0;0;25
88952;"jugulant";"jugulante";"jugulantes";"jugulants";4;0;0;0;0;0;;;;;0;0;0
88953;"jumelant";"jumelante";"jumelantes";"jumelants";4;0;0;0;0;0;;;;;0;0;0
88954;"juponnant";"juponnante";"juponnantes";"juponnants";4;0;0;0;0;0;;;;;0;0;0
88955;"jurant";"jurante";"jurantes";"jurants";4;0;0;0;0;0;;;;;0;0;0
88956;"justiciant";"justiciante";"justiciantes";"justiciants";4;0;0;0;0;0;;;;;0;0;0
88957;"justifiant";"justifiante";"justifiantes";"justifiants";4;0;0;0;0;0;;;;;0;0;75
88958;"jutant";"jutante";"jutantes";"jutants";4;0;0;0;0;0;;;;;0;0;0
88959;"juxtaposant";"juxtaposante";"juxtaposantes";"juxtaposants";4;0;1;0;0;0;;;;;0;0;0
88960;"kératinisant";"kératinisante";"kératinisantes";"kératinisants";4;0;1;0;0;0;;;;;0;0;0
88961;"kidnappant";"kidnappante";"kidnappantes";"kidnappants";4;0;0;0;0;0;;;;;0;0;0
88962;"kilométrant";"kilométrante";"kilométrantes";"kilométrants";4;0;0;0;0;0;;;;;0;0;0
88963;"klaxonnant";"klaxonnante";"klaxonnantes";"klaxonnants";4;0;0;0;0;0;;;;;0;0;0
88964;"labellisant";"labellisante";"labellisantes";"labellisants";4;0;1;0;0;0;;;;;0;0;0
88965;"labialisant";"labialisante";"labialisantes";"labialisants";4;0;1;0;0;0;;;;;0;0;0
88966;"labourant";"labourante";"labourantes";"labourants";4;0;0;0;0;0;;;;;0;0;0
88967;"laçant";"laçante";"laçantes";"laçants";4;0;0;0;0;0;;;;;0;0;0
88968;"lacérant";"lacérante";"lacérantes";"lacérants";4;0;0;0;0;0;;;;;0;0;0
88969;"lâchant";"lâchante";"lâchantes";"lâchants";4;0;0;0;0;0;;;;;0;0;0
88970;"laïcisant";"laïcisante";"laïcisantes";"laïcisants";4;0;1;0;0;0;;;;;0;0;1
88971;"lainant";"lainante";"lainantes";"lainants";4;0;0;0;0;0;;;;;0;0;0
88972;"laissant";"laissante";"laissantes";"laissants";4;0;0;0;0;0;;;;;0;0;98
88973;"laitonnant";"laitonnante";"laitonnantes";"laitonnants";4;0;0;0;0;0;;;;;0;0;0
88974;"laïussant";"laïussante";"laïussantes";"laïussants";4;0;0;0;0;0;;;;;0;0;0
88975;"lambinant";"lambinante";"lambinantes";"lambinants";4;0;0;0;0;0;;;;;0;0;0
88976;"lambrissant";"lambrissante";"lambrissantes";"lambrissants";4;0;0;0;0;0;;;;;0;0;0
88977;"lamentant";"lamentante";"lamentantes";"lamentants";4;0;0;0;0;0;;;;;0;0;0
88978;"lamant";"lamante";"lamantes";"lamants";4;0;0;0;0;0;;;;;0;0;0
88979;"laminant";"laminante";"laminantes";"laminants";4;0;0;0;0;0;;;;;0;0;0
88980;"lampant";"lampante";"lampantes";"lampants";4;0;0;0;0;0;;;;;0;0;0
88981;"lançant";"lançante";"lançantes";"lançants";4;0;0;0;0;0;;;;;0;0;0
88982;"lancinant";"lancinante";"lancinantes";"lancinants";4;0;0;0;0;0;;;;;0;0;2
88983;"langeant";"langeante";"langeantes";"langeants";4;0;0;0;0;0;;;;;0;0;0
88984;"langueyant";"langueyante";"langueyantes";"langueyants";4;0;0;0;0;0;;;;;0;0;0
88985;"languissant";"languissante";"languissantes";"languissants";4;0;0;0;0;0;;;;;0;0;1
88986;"lanternant";"lanternante";"lanternantes";"lanternants";4;0;0;0;0;0;;;;;0;0;0
88987;"lapant";"lapante";"lapantes";"lapants";4;0;0;0;0;0;;;;;0;0;0
88988;"lapidant";"lapidante";"lapidantes";"lapidants";4;0;0;0;0;0;;;;;0;0;0
88989;"lapidifiant";"lapidifiante";"lapidifiantes";"lapidifiants";4;0;0;0;0;0;;;;;0;0;0
88990;"lapinant";"lapinante";"lapinantes";"lapinants";4;0;0;0;0;0;;;;;0;0;0
88991;"laquant";"laquante";"laquantes";"laquants";4;0;0;0;0;0;;;;;0;0;0
88992;"lardant";"lardante";"lardantes";"lardants";4;0;0;0;0;0;;;;;0;0;0
88993;"lardonnant";"lardonnante";"lardonnantes";"lardonnants";4;0;0;0;0;0;;;;;0;0;0
88994;"larguant";"larguante";"larguantes";"larguants";4;0;0;0;0;0;;;;;0;0;0
88995;"larmoyant";"larmoyante";"larmoyantes";"larmoyants";4;0;0;0;0;0;;;;;0;0;1
88996;"laryngectomisant";"laryngectomisante";"laryngectomisantes";"laryngectomisants";4;0;1;0;0;0;;;;;0;0;0
88997;"lassant";"lassante";"lassantes";"lassants";4;0;0;0;0;0;;;;;0;0;2
88998;"latinisant";"latinisante";"latinisantes";"latinisants";4;0;1;0;0;0;;;;;0;0;0
88999;"lattant";"lattante";"lattantes";"lattants";4;0;0;0;0;0;;;;;0;0;0
