"forme";"z";"type"
"papillonner";0;7
"papilloter";0;7
"papoter";0;7
"papouiller";0;7
"paqueter";0;7
"parachever";0;7
"parachuter";0;7
"parader";0;7
"parafer";0;7
"paraffiner";0;7
"paraisonner";1;7
"paraître";0;7
"paralléliser";1;7
"défrayer";0;7
"défretter";0;7
"défricher";0;7
"défrimer";0;7
"défringuer";0;7
"défriper";0;7
"défriser";1;7
"défroisser";0;7
"défroncer";0;7
"défroquer";0;7
"défruiter";0;7
"défunter";0;7
"dégager";0;7
"dégainer";0;7
"dégalonner";0;7
"déganter";0;7
"dégarnir";0;7
"dégasoliner";1;7
"dégauchir";0;7
"dégazer";1;7
"dégazoliner";1;7
"dégazonner";1;7
"dégeler";0;7
"dégêner";0;7
"dégénérer";0;7
"dégermer";0;7
"dégingander";0;7
"dégîter";0;7
"dégivrer";0;7
"déglacer";0;7
"déglinguer";0;7
"dégluer";0;7
"déglutir";0;7
"dégober";0;7
"dégobiller";0;7
"dégoiser";1;7
"dégommer";0;7
"dégonder";0;7
"dégonfler";0;7
"dégorger";0;7
"dégoter";0;7
"dégotter";0;7
"dégoudronner";0;7
"dégouliner";0;7
"dégoupiller";0;7
"dégourdir";0;7
"dégoûter";0;7
"dégoutter";0;7
"dégrader";0;7
"dégrafer";0;7
"dégraisser";0;7
"dégravoyer";0;7
"dégréer";0;7
"dégrever";0;7
"dégriffer";0;7
"dégriller";0;7
"dégringoler";0;7
"dégripper";0;7
"dégriser";1;7
"dégrosser";0;7
"dégrossir";0;7
"se dégrouiller";0;7
"dégrouper";0;7
"déguerpir";0;7
"dégueulasser";0;7
"dégueuler";0;7
"déguiser";1;7
"dégurgiter";0;7
"déguster";0;7
"déhaler";0;7
"se déhancher";0;7
"déharder";0;7
"déharnacher";0;7
"déhotter";0;7
"déhouiller";0;7
"déifier";0;7
"déjanter";0;7
"déjauger";0;7
"déjaunir";0;7
"déjeter";0;7
"déjeuner";0;7
"déjouer";0;7
"déjouquer";0;7
"déjucher";0;7
"se déjuger";0;7
"délabialiser";1;7
"délabrer";0;7
"délabyrinther";0;7
"délacer";0;7
"délainer";0;7
"délaisser";0;7
"délaiter";0;7
"délarder";0;7
"délasser";0;7
"délatter";0;7
"délaver";0;7
"délayer";0;7
"déléaturer";0;7
"délecter";0;7
"délégitimer";0;7
"déléguer";0;7
"délester";0;7
"délibérer";0;7
"délicoter";0;7
"délier";0;7
"délignifier";0;7
"délimiter";0;7
"délinéamenter";0;7
"délinéer";0;7
"délirer";0;7
"délisser";0;7
"déliter";0;7
"délivrer";0;7
"délocaliser";1;7
"déloger";0;7
"déloquer";0;7
"délourder";0;7
"délover";0;7
"délurer";0;7
"délustrer";0;7
"déluter";0;7
"démacadamiser";1;7
"démacler";0;7
"démaçonner";0;7
"démagnétiser";1;7
"démaigrir";0;7
"démailler";0;7
"démailloter";0;7
"démancher";0;7
"demander";0;7
"démanger";0;7
"démanteler";0;7
"démantibuler";0;7
"démaquer";0;7
"démaquiller";0;7
"démarcher";0;7
"démarier";0;7
"démarquer";0;7
"démarrer";0;7
"démascler";0;7
"démasquer";0;7
"démastiquer";0;7
"démâter";0;7
"dématérialiser";1;7
"démazouter";1;7
"démédicaliser";1;7
"démêler";0;7
"démembrer";0;7
"déménager";0;7
"se démener";0;7
"démentir";0;7
"se démerder";0;7
"démériter";0;7
"déméthaniser";1;7
"démettre";0;7
"démeubler";0;7
"demeurer";0;7
"démieller";0;7
"démilitariser";1;7
"déminer";0;7
"déminéraliser";1;7
"démissionner";0;7
"démobiliser";1;7
"démocratiser";1;7
"se démoder";0;7
"démoduler";0;7
"démolir";0;7
"démonétiser";1;7
"démonter";0;7
"démontrer";0;7
"démoraliser";1;7
"démordre";0;7
"démotiver";0;7
"démoucheter";0;7
"démouler";0;7
"démouscailler";0;7
"démoustiquer";0;7
"démucilaginer";0;7
"démultiplier";0;7
"démunir";0;7
"démurer";0;7
"démurger";0;7
"démuseler";1;7
"démutiser";1;7
"démyéliniser";1;7
"démystifier";0;7
"démythifier";0;7
"dénantir";0;7
"dénasaliser";1;7
"dénationaliser";1;7
"dénatter";0;7
"dénaturaliser";1;7
"dénaturer";0;7
"dénazifier";1;7
"dénébuler";0;7
"dénébuliser";1;7
"déneiger";0;7
"dénerver";0;7
"déniaiser";1;7
"dénicher";0;7
"dénickeler";0;7
"dénicotiniser";1;7
"dénier";0;7
"dénigrer";0;7
"dénitrer";0;7
"dénitrifier";0;7
"déniveler";0;7
"dénombrer";0;7
"dénommer";0;7
"dénoncer";0;7
"dénoter";0;7
"dénouer";0;7
"dénoyauter";0;7
"dénoyer";0;7
"densifier";0;7
"denteler";0;7
"dénucléariser";1;7
"dénuder";0;7
"se dénuer";0;7
"dépagnoter";0;7
"dépailler";0;7
"dépaisseler";0;7
"dépalisser";0;7
"dépanner";0;7
"dépaqueter";0;7
"déparaffiner";0;7
"déparasiter";1;7
"dépareiller";0;7
"déparer";0;7
"déparier";0;7
"déparler";0;7
"départager";0;7
"départementaliser";1;7
"se départir";0;7
"dépasser";0;7
"dépassionner";0;7
"se dépatouiller";0;7
"dépatrier";0;7
"dépaver";0;7
"dépayser";1;7
"dépecer";0;7
"dépêcher";0;7
"dépeigner";0;7
"dépeindre";0;7
"dépelotonner";0;7
"dépénaliser";1;7
"dépendre";0;7
"dépenser";0;7
"dépentaffiser";1;7
"dépérir";0;7
"dépersonnaliser";1;7
"dépêtrer";0;7
"dépeupler";0;7
"déphaser";1;7
"déphosphorer";0;7
"dépiauter";0;7
"dépiler";0;7
"dépingler";0;7
"dépiquer";0;7
"dépister";0;7
"dépiter";0;7
"déplacer";0;7
"déplafonner";0;7
"déplaire";0;7
"déplanquer";0;7
"déplanter";0;7
"déplantiner";0;7
"déplâtrer";0;7
"déplier";0;7
"déplisser";0;7
"déplomber";0;7
"déplorer";0;7
"déployer";0;7
"déplumer";0;7
"dépoétiser";1;7
"dépointer";0;7
"se dépoitrailler";0;7
"dépolariser";1;7
"dépolir";0;7
"dépolitiser";1;7
"dépolluer";0;7
"dépolymériser";1;7
"déponer";0;7
"dépontiller";0;7
"déporter";0;7
"déposer";1;7
"déposséder";0;7
"dépoter";0;7
"dépoudrer";0;7
"dépouiller";0;7
"dépourvoir";0;7
"dépoussiérer";0;7
"se dépoutrailler";0;7
"dépraver";0;7
"déprécier";0;7
"se déprendre";0;7
"dépressuriser";1;7
"déprimer";0;7
"dépriser";1;7
"déprogrammer";0;7
"déprolétariser";1;7
"dépropaniser";1;7
"déprotéger";0;7
"dépuceler";0;7
"dépulper";0;7
"dépurer";0;7
"députer";0;7
"déqualifier";0;7
"déquiller";0;7
"déraciner";0;7
"dérader";0;7
"dérager";0;7
"déraidir";0;7
"dérailler";0;7
"déraisonner";1;7
"déramer";0;7
"déranger";0;7
"déraper";0;7
"déraser";1;7
"dérater";0;7
"dératiser";1;7
"dérayer";0;7
"déréaliser";1;7
"déréglementer";0;7
"dérégler";0;7
"déréguler";0;7
"dérelier";0;7
"déresponsabiliser";1;7
"dérider";0;7
"dériver";0;7
"dérober";0;7
"dérocher";0;7
"déroder";0;7
"déroger";0;7
"dérougir";0;7
"dérouiller";0;7
"dérouler";0;7
"dérouter";0;7
"désabonner";1;7
"désabrier";1;7
"désabuser";1;7
"désaccentuer";1;7
"désacclimater";1;7
"désaccorder";1;7
"désaccoupler";1;7
"désaccoutumer";1;7
"désacidifier";1;7
"désaciérer";1;7
"désacraliser";1;7
"désactiver";1;7
"désadapter";1;7
"désaérer";1;7
"désaffecter";1;7
"se désaffectionner";1;7
"désaffilier";1;7
"désagencer";1;7
"désagrafer";1;7
"désagréger";1;7
"désaimanter";1;7
"désaisonnaliser";1;7
"désajuster";1;7
"désaliéner";1;7
"désaligner";1;7
"désalper";1;7
"désaltérer";1;7
"désamarrer";1;7
"désambiguiser";1;7
"désâmer";0;7
"désamidonner";1;7
"désaminer";1;7
"désamorcer";1;7
"désannexer";1;7
"désaper";1;7
"désapparier";1;7
"désappointer";1;7
"désapprendre";1;7
"désapprouver";1;7
"désapprovisionner";1;7
"désarçonner";1;7
"désargenter";1;7
"désarmer";1;7
"désarrimer";1;7
"désarticuler";1;7
"désassembler";1;7
"désassimiler";1;7
"désassortir";1;7
"désatelliser";1;7
"désatomiser";1;7
"désavantager";1;7
"désaveugler";1;7
"désavouer";1;7
"désaxer";1;7
"desceller";0;7
"descendre";0;7
"déscolariser";1;7
"déséchafauder";1;7
"déséchouer";1;7
"désectoriser";1;7
"désembobiner";1;7
"désembourber";1;7
"désembourgeoiser";1;7
"désembouteiller";1;7
"désembrayer";1;7
"désembuer";1;7
"désemmancher";1;7
"désemparer";1;7
"désempeser";1;7
"désemplir";1;7
"désemprisonner";1;7
"désencadrer";1;7
"désencarter";1;7
"désenchaîner";1;7
"désenchanter";1;7
"désenclaver";1;7
"désencoller";1;7
"désencombrer";1;7
"désencrasser";1;7
"se désendetter";1;7
"désénerver";1;7
"désenfiler";1;7
"désenflammer";1;7
"désenfler";1;7
"désenfumer";1;7
"désengager";1;7
"désengluer";1;7
"désengorger";1;7
"désengourdir";1;7
"désengrener";1;7
"désenivrer";1;7
"désenlacer";1;7
"désenlaidir";1;7
"désennuyer";1;7
"désenrayer";1;7
"désenrhumer";1;7
"désenrouer";1;7
"désenrouler";1;7
"désensabler";1;7
"désensibiliser";1;7
"désensorceler";1;7
"désentasser";1;7
"désenterrer";1;7
"désentoiler";1;7
"désentortiller";1;7
"désentraver";1;7
"désenvaser";1;7
"désenvelopper";1;7
"désenvenimer";1;7
"désenverguer";1;7
"désenvoûter";1;7
"désépaissir";1;7
"déséquilibrer";1;7
"déséquiper";1;7
"déserter";1;7
"se désertifier";1;7
"désespérer";1;7
"désessencier";1;7
"désétablir";1;7
"désétamer";1;7
"désétatiser";1;7
"déséthaniser";1;7
"désexciter";1;7
"désexualiser";1;7
"déshabiller";0;7
"déshabituer";0;7
"désherber";0;7
"déshériter";0;7
"déshonorer";0;7
"déshuiler";0;7
"déshumaniser";1;7
"déshumidifier";0;7
"déshydrater";0;7
"déshydrogéner";0;7
"déshypothéquer";0;7
"désigner";1;7
"désillusionner";1;7
"désincarner";1;7
"désincorporer";1;7
"désincruster";1;7
"désinculper";1;7
"désindexer";1;7
"désindustrialiser";1;7
"désinfecter";1;7
"désinformer";1;7
"désinhiber";1;7
"désinsectiser";1;7
"désintégrer";1;7
"désintéresser";1;7
"désintoxiquer";1;7
"désinvestir";1;7
"désinviter";1;7
"désirer";1;7
"se désister";1;7
"désobéir";1;7
"désobliger";1;7
"désobstruer";1;7
"désoccuper";1;7
"désocialiser";1;7
"désodoriser";1;7
"désoler";1;7
"désolidariser";1;7
"désoperculer";1;7
"désopiler";1;7
"désorber";1;7
"désorbiter";1;7
"désordonner";1;7
"désorganiser";1;7
"désorienter";1;7
"désosser";1;7
"désouffler";1;7
"désoxyder";1;7
"désoxygéner";1;7
"despécialiser";1;7
"desquamer";0;7
"dessabler";0;7
"dessaisir";1;7
"dessaler";0;7
"dessangler";0;7
"dessaouler";0;7
"dessaper";0;7
"dessécher";0;7
"desseller";0;7
"desserrer";0;7
"dessertir";0;7
"desservir";0;7
"dessiller";0;7
"dessiner";0;7
"dessoler";0;7
"dessouder";0;7
"dessouler";0;7
"dessoûler";0;7
"dessuinter";0;7
"destabiliser";1;7
"destaliniser";1;7
"destiner";0;7
"destituer";0;7
"déstocker";0;7
"destructurer";0;7
"désubjectiviser";1;7
"désulfiter";0;7
"désulfurer";0;7
"désunir";0;7
"désynchroniser";1;7
"détacher";0;7
"détailler";0;7
"détaler";0;7
"détaller";0;7
"détaper";0;7
"détapisser";0;7
"détartrer";0;7
"détaxer";0;7
"détecter";0;7
"déteindre";0;7
"dételer";0;7
"détendre";0;7
"détenir";0;7
"déterger";0;7
"détériorer";0;7
"déterminer";0;7
"déterrer";0;7
"détester";0;7
"détirer";0;7
"détisser";0;7
"détitrer";0;7
"détoner";0;7
"détonneler";0;7
"détonner";0;7
"détordre";0;7
"détorquer";0;7
"détortiller";0;7
"détourer";0;7
"détourner";0;7
"détoxiquer";0;7
"détracter";0;7
"détrancher";0;7
"détransposer";1;7
"détraquer";0;7
"détremper";0;7
"détréper";0;7
"détresser";0;7
"détricoter";0;7
"détromper";0;7
"détroncher";0;7
"détrôner";0;7
"détroquer";0;7
"détrousser";0;7
"détruire";0;7
"dévaler";0;7
"dévaliser";1;7
"dévaloriser";1;7
"dévaluer";0;7
"devancer";0;7
"dévaser";1;7
"dévaster";0;7
"développer";0;7
"devenir";0;7
"déventer";0;7
"déverdir";0;7
"se dévergonder";0;7
"déverguer";0;7
"dévernir";0;7
"déverrouiller";0;7
"déverser";0;7
"dévêtir";0;7
"déviarger";0;7
"dévider";0;7
"dévier";0;7
"deviner";0;7
"dévirer";0;7
"dévirginiser";1;7
"déviriliser";1;7
"déviroler";0;7
"dévisager";1;7
"deviser";1;7
"dévisser";0;7
"dévitaliser";1;7
"dévitrifier";0;7
"dévoiler";0;7
"devoir";0;7
"dévolter";0;7
"dévorer";0;7
"dévouer";0;7
"dévoyer";0;7
"dévriller";0;7
"dézipper";1;7
"diaboliser";1;7
"diagnostiquer";0;7
"dialectaliser";1;7
"dialectiser";1;7
"dialoguer";0;7
"dialyser";1;7
"diamanter";0;7
"diaphragmer";0;7
"diaprer";0;7
"dicter";0;7
"diéser";1;7
"diffamer";0;7
"différencier";0;7
"différentier";0;7
"différer";0;7
"difformer";0;7
"diffracter";0;7
"diffuer";0;7
"diffuser";1;7
"digérer";0;7
"digitaliser";1;7
"digresser";0;7
"dilacérer";0;7
"dilapider";0;7
"dilater";0;7
"diligenter";0;7
"diluer";0;7
"dimensionner";0;7
"diminuer";0;7
"dindonner";0;7
"dîner";0;7
"dinguer";0;7
"diphtonguer";0;7
"diplômer";0;7
"dire";0;7
"diriger";0;7
"discerner";0;7
"discipliner";0;7
"discontinuer";0;7
"disconvenir";0;7
"discorder";0;7
"discounter";0;7
"discourir";0;7
"discréditer";0;7
"discrétiser";1;7
"discriminer";0;7
"disculper";0;7
"discutailler";0;7
"discuter";0;7
"disgracier";0;7
"disjoindre";0;7
"disjoncter";0;7
"disloquer";0;7
"disparaître";0;7
"dispatcher";0;7
"dispenser";0;7
"disperser";0;7
"disposer";1;7
"disproportionner";0;7
"disputailler";0;7
"disputer";0;7
"disqualifier";0;7
"disséminer";0;7
"disséquer";0;7
"disserter";0;7
"dissimuler";0;7
"dissiper";0;7
"dissocier";0;7
"dissoner";0;7
"dissoudre";0;7
"dissuader";0;7
"distancer";0;7
"distancier";0;7
"distendre";0;7
"distiller";0;7
"distinguer";0;7
"distordre";0;7
"distraire";0;7
"distribuer";0;7
"divaguer";0;7
"diverger";0;7
"diversifier";0;7
"divertir";0;7
"diviniser";1;7
"diviser";1;7
"divorcer";0;7
"divulguer";0;7
"documenter";0;7
"dodeliner";0;7
"dodicher";0;7
"dogmatiser";1;7
"doigter";0;7
"doler";0;7
"domestiquer";0;7
"domicilier";0;7
"dominer";0;7
"dompter";0;7
"donjuaniser";1;7
"donner";0;7
"doper";0;7
"dorer";0;7
"dorloter";0;7
"dormir";0;7
"doser";1;7
"doter";0;7
"doubler";0;7
"doublonner";0;7
"doucher";0;7
"doucir";0;7
"douer";0;7
"douiller";0;7
"douter";0;7
"dracher";0;7
"dragéifier";0;7
"drageonner";0;7
"draguer";0;7
"drainer";0;7
"dramatiser";1;7
"drapeler";0;7
"draper";0;7
"draver";0;7
"drayer";0;7
"dresser";0;7
"dribbler";0;7
"dribler";0;7
"driller";0;7
"driver";0;7
"droguer";0;7
"droper";0;7
"dropper";0;7
"drosser";0;7
"dudgeonner";0;7
"dulcifier";0;7
"duper";0;7
"duplexer";0;7
"dupliquer";0;7
"durcir";0;7
"durer";0;7
"se duveter";0;7
"dynamiser";1;7
"dynamiter";0;7
"ébahir";0;7
"ébarber";0;7
"s'ébattre";0;7
"ébaubir";0;7
"ébaucher";0;7
"ébaudir";0;7
"enhardir";0;7
"enharnacher";0;7
"enherber";0;7
"énieller";0;7
"enivrer";0;7
"enjamber";0;7
"enjaveler";0;7
"enjoindre";0;7
"enjôler";0;7
"enjoliver";0;7
"enjoncer";0;7
"enjouer";0;7
"enjuguer";0;7
"enjuiver";0;7
"enjuponner";0;7
"enkikiner";0;7
"s'enkyster";0;7
"enlacer";0;7
"enlaidir";0;7
"enlever";0;7
"enliasser";0;7
"enlier";0;7
"enligner";0;7
"enliser";1;7
"enluminer";0;7
"enneiger";0;7
"ennoblir";0;7
"ennoyer";0;7
"ennuager";0;7
"ennuyer";0;7
"énoncer";0;7
"énoper";0;7
"enorgueillir";0;7
"énouer";0;7
"s'enquérir";0;7
"enquerrer";0;7
"enquêter";0;7
"enquiquiner";0;7
"enraciner";0;7
"enrager";0;7
"enrailler";0;7
"enrayer";0;7
"enrégimenter";0;7
"enregistrer";0;7
"enrêner";0;7
"enrésiner";1;7
"enrhumer";0;7
"enrichir";0;7
"enrober";0;7
"enrocher";0;7
"enrôler";0;7
"enrouer";0;7
"enrouiller";0;7
"enrouler";0;7
"enrubanner";0;7
"ensabler";0;7
"ensaboter";0;7
"ensacher";0;7
"ensaisiner";1;7
"ensanglanter";0;7
"ensauvager";0;7
"ensauver";0;7
"enseigner";0;7
"ensemencer";0;7
"enserrer";0;7
"ensevelir";0;7
"ensiler";0;7
"ensimer";0;7
"ensoleiller";0;7
"ensorceler";0;7
"ensoufrer";0;7
"ensoutaner";0;7
"enstérer";0;7
"s'ensuivre";0;7
"entabler";0;7
"entacher";0;7
"entailler";0;7
"entamer";0;7
"entaquer";0;7
"entartrer";0;7
"entasser";0;7
"entendre";0;7
"enténébrer";0;7
"enter";0;7
"entériner";0;7
"enterrer";0;7
"entêter";0;7
"enthousiasmer";1;7
"enticher";0;7
"entoiler";0;7
"entôler";0;7
"entonner";0;7
"entortiller";0;7
"entourer";0;7
"entraîner";0;7
"entrapercevoir";0;7
"entraver";0;7
"entrebâiller";0;7
"entrechoquer";0;7
"entrecouper";0;7
"entrecroiser";1;7
"entrelacer";0;7
"entrelarder";0;7
"entremêler";0;7
"s'entremettre";0;7
"entreposer";1;7
"entreprendre";0;7
"entrer";0;7
"entretenir";0;7
"entretoiser";1;7
"entrevoir";0;7
"entrevoûter";0;7
"entrobliger";0;7
"entrouvrir";0;7
"entuber";0;7
"énucléer";0;7
"énumérer";0;7
"énuquer";0;7
"envahir";0;7
"envaler";0;7
"envaser";1;7
"envelopper";0;7
"envenimer";0;7
"enverger";0;7
"enverguer";0;7
"enverrer";0;7
"envider";0;7
"envieillir";0;7
"envier";0;7
"environner";0;7
"envisager";1;7
"envoiler";0;7
"s'envoler";0;7
"envoûter";0;7
"envoyer";0;7
"épailler";0;7
"épaissir";0;7
"épaler";0;7
"épamprer";0;7
"épancher";0;7
"épandre";0;7
"épanneler";0;7
"épanner";0;7
"épanouir";0;7
"épargner";0;7
"éparpiller";0;7
"épater";0;7
"épaufrer";0;7
"épauler";0;7
"épeler";0;7
"épépiner";0;7
"éperdre";0;7
"éperonner";0;7
"épeuler";0;7
"épeurer";0;7
"épicer";0;7
"épier";0;7
"épierrer";0;7
"épiler";0;7
"épiloguer";0;7
"épinceler";0;7
"épincer";0;7
"épinceter";0;7
"épiner";0;7
"épingler";0;7
"épisser";0;7
"épivarder";0;7
"éployer";0;7
"éplucher";0;7
"épointer";0;7
"éponger";0;7
"épontiller";0;7
"épouiller";0;7
"s'époumoner";0;7
"épouser";1;7
"épousseter";0;7
"époustoufler";0;7
"époutier";0;7
"époutir";0;7
"épouvanter";0;7
"épreindre";0;7
"s'éprendre";0;7
"éprouver";0;7
"épucer";0;7
"épuiser";1;7
"épurer";0;7
"équarrir";0;7
"équerrer";0;7
"équeuter";0;7
"équilibrer";0;7
"équiper";0;7
"équivaloir";0;7
"équivoquer";0;7
"éradiquer";0;7
"érafler";0;7
"érailler";0;7
"érayer";0;7
"éreinter";0;7
"ergoter";0;7
"ériger";0;7
"éroder";0;7
"érotiser";1;7
"errer";0;7
"éructer";0;7
"esbaudir";0;7
"s'esbigner";0;7
"esbroufer";0;7
"escalader";0;7
"escamoter";0;7
"escarmoucher";0;7
"escarrifier";0;7
"escher";0;7
"s'esclaffer";0;7
"esclavager";0;7
"escoffier";0;7
"escofier";0;7
"escompter";0;7
"escorter";0;7
"s'escrimer";0;7
"escroquer";0;7
"espacer";0;7
"espagnoliser";1;7
"espérer";0;7
"espionner";0;7
"espoliner";0;7
"espouliner";0;7
"esquicher";0;7
"esquinter";0;7
"esquisser";0;7
"esquiver";0;7
"essaimer";0;7
"essanger";0;7
"essarter";0;7
"essayer";0;7
"essorer";0;7
"essoriller";0;7
"essoucher";0;7
"essouffler";0;7
"essuyer";0;7
"estamper";0;7
"estampiller";0;7
"ester";0;7
"estérifier";0;7
"esthétiser";1;7
"estimer";0;7
"estiver";0;7
"estomaquer";0;7
"estomper";0;7
"estoquer";0;7
"estourbir";0;7
"estrapader";0;7
"estrapasser";0;7
"estropier";0;7
"établer";0;7
"établir";0;7
"étager";0;7
"étalager";0;7
"étaler";0;7
"étalinguer";0;7
"étalonner";0;7
"étamer";0;7
"étamper";0;7
"étancher";0;7
"étançonner";0;7
"étarquer";0;7
"étatiser";1;7
"étayer";0;7
"éteindre";0;7
"étendre";0;7
"éterniser";1;7
"éternuer";0;7
"étêter";0;7
"éthérifier";0;7
"éthériser";1;7
"éthniciser";1;7
"étinceler";0;7
"étioler";0;7
"étiqueter";0;7
"étirer";0;7
"étoffer";0;7
"étoiler";0;7
"étonner";0;7
"étouffer";0;7
"étouper";0;7
"étoupiller";0;7
"étourdir";0;7
"étranger";0;7
"étrangler";0;7
"être";0;7
"étrécir";0;7
"étreindre";0;7
"étrenner";0;7
"étrésillonner";1;7
"étriller";0;7
"étriper";0;7
"étriquer";0;7
"étriver";0;7
"étronçonner";0;7
"étudier";0;7
"étuver";0;7
"euphoriser";1;7
"européaniser";1;7
"européiser";1;7
"euthanasier";1;7
"évacher";0;7
"évacuer";0;7
"s'évader";0;7
"évaluer";0;7
"évangéliser";1;7
"s'évanouir";0;7
"évaporer";0;7
"évaser";1;7
"éveiller";0;7
"éventer";0;7
"éventiller";0;7
"éventrer";0;7
"s'évertuer";0;7
"éviander";0;7
"évider";0;7
"évincer";0;7
"éviscérer";0;7
"éviter";0;7
"évoluer";0;7
"évoquer";0;7
"exacerber";0;7
"exagérer";0;7
"exalter";0;7
"examiner";0;7
"exaspérer";0;7
"exaucer";0;7
"excaver";0;7
"excéder";0;7
"exceller";0;7
"excentrer";0;7
"excepter";0;7
"exciper";0;7
"exciser";1;7
"exciter";0;7
"s'exclamer";0;7
"exclure";0;7
"excommunier";0;7
"excorier";0;7
"excréter";0;7
"excursionner";0;7
"excuser";1;7
"exécrer";0;7
"exécuter";0;7
"exemplifier";0;7
"exempter";0;7
"exercer";0;7
"exfiltrer";0;7
"exfolier";0;7
"exhaler";0;7
"exhausser";0;7
"exhéréder";0;7
"exhiber";0;7
"exhorter";0;7
"exhumer";0;7
"exiger";0;7
"exiler";0;7
"exister";0;7
"s'exonder";0;7
"exonérer";0;7
"exorciser";1;7
"expatrier";0;7
"expectorer";0;7
"expédier";0;7
"expérimenter";0;7
"expertiser";1;7
"expier";0;7
"expirer";0;7
"expliciter";0;7
"expliquer";0;7
"exploiter";0;7
"explorer";0;7
"exploser";1;7
"exporter";0;7
"exposer";1;7
"exprimer";0;7
"exproprier";0;7
"expulser";0;7
"expurger";0;7
"exsuder";0;7
"s'extasier";1;7
"exténuer";0;7
"extérioriser";1;7
"exterminer";0;7
"extirper";0;7
"extorquer";0;7
"extrader";0;7
"extradosser";0;7
"extraire";0;7
"extrapoler";0;7
"extravaguer";0;7
"s'extravaser";1;7
"extruder";0;7
"exulcérer";0;7
"exulter";0;7
"fabriquer";0;7
"fabuler";0;7
"facetter";0;7
"fâcher";0;7
"faciliter";0;7
"façonner";0;7
"factoriser";1;7
"facturer";0;7
"fader";0;7
"fagoter";0;7
"faiblir";0;7
"faignanter";0;7
"se failler";0;7
"faillir";0;7
"fainéanter";0;7
"faire";0;7
"faisander";1;7
"falloir";0;7
"falsifier";0;7
"faluner";0;7
"familiariser";1;7
"fanatiser";1;7
"faner";0;7
"fanfaronner";0;7
"fanfrelucher";0;7
"fantasmer";0;7
"farandoler";0;7
"farcir";0;7
"farder";0;7
"farfouiller";0;7
"fariner";0;7
"farter";0;7
"fasciner";0;7
"fasciser";1;7
"faseiller";1;7
"faséyer";1;7
"faseyer";1;7
"fatiguer";0;7
"faucarder";0;7
"faucher";0;7
"fauconner";0;7
"fauder";0;7
"faufiler";0;7
"fausser";0;7
"fauter";0;7
"favoriser";1;7
"faxer";0;7
"fayoter";0;7
"fayotter";0;7
"féconder";0;7
"féculer";0;7
"fédéraliser";1;7
"fédérer";0;7
"feignanter";0;7
"feindre";0;7
"feinter";0;7
"fêler";0;7
"féliciter";0;7
"féminiser";1;7
"fendiller";0;7
"fendre";0;7
"fenestrer";0;7
"fênêtrer";0;7
"férir";0;7
"ferler";0;7
"fermenter";0;7
"fermer";0;7
"ferrailler";0;7
"ferrer";0;7
"ferrouter";0;7
"fertiliser";1;7
"fesser";0;7
"festiner";0;7
"festonner";0;7
"festoyer";0;7
"fêter";0;7
"fétichiser";1;7
"feuiller";0;7
"feuilleter";0;7
"feuilletiser";1;7
"feuler";0;7
"feutrer";0;7
"fiabiliser";1;7
"fiancer";0;7
"ficeler";0;7
"ficher";0;7
"fidéliser";1;7
"fieffer";0;7
"fienter";0;7
"se fier";0;7
"figer";0;7
"fignoler";0;7
"figurer";0;7
"filer";0;7
"fileter";0;7
"filialiser";1;7
"filigraner";0;7
"filmer";0;7
"filocher";0;7
"filouter";0;7
"filtrer";0;7
"finaliser";1;7
"financer";0;7
"financiariser";1;7
"finasser";0;7
"finir";0;7
"finlandiser";1;7
"fiscaliser";1;7
"fissionner";0;7
"fissurer";0;7
"fixer";0;7
"flacher";0;7
"flaconer";0;7
"flageller";0;7
"flageoler";0;7
"flagorner";0;7
"flairer";0;7
"flamber";0;7
"flamboyer";0;7
"flancher";0;7
"flâner";0;7
"flanquer";0;7
"flaquer";0;7
"flasher";0;7
"flatter";0;7
"flauber";0;7
"flauper";0;7
"flécher";0;7
"fléchir";0;7
"flemmarder";0;7
"flétrir";0;7
"fleurer";0;7
"fleureter";0;7
"fleurir";0;7
"flexibiliser";1;7
"flibuster";0;7
"flinguer";0;7
"flipper";0;7
"fliquer";0;7
"flirter";0;7
"floconner";0;7
"floculer";0;7
"flopper";0;7
"floquer";0;7
"flotter";0;7
"flouer";0;7
"flouser";1;7
"fluber";0;7
"fluctuer";0;7
"fluer";0;7
"fluidifier";0;7
"fluidiser";1;7
"fluoriser";1;7
"flusher";0;7
"flûter";0;7
"fluxer";0;7
"focaliser";1;7
"foirer";0;7
"foisonner";1;7
"folâtrer";0;7
"folichonner";0;7
"folioter";0;7
"folkloriser";1;7
"fomenter";0;7
"foncer";0;7
"fonctionnaliser";1;7
"fonctionnariser";1;7
"fonctionner";0;7
"fonder";0;7
"fondre";0;7
"forcer";0;7
"forcir";0;7
"forclore";0;7
"forer";0;7
"forfaire";0;7
"forger";0;7
"forjeter";0;7
"forlancer";0;7
"forligner";0;7
"forlonger";0;7
"formaliser";1;7
"formater";0;7
"former";0;7
"formoler";0;7
"formuler";0;7
"forniquer";0;7
"forpaiser";1;7
"fortifier";0;7
"fosserer";0;7
"fossiliser";1;7
"fossoyer";0;7
"fouailler";0;7
"foudroyer";0;7
"fouetter";0;7
"fouger";0;7
"fouiller";0;7
"fouiner";0;7
"fouir";0;7
"fouler";0;7
"fourailler";0;7
"fourber";0;7
"fourbir";0;7
"fourcher";0;7
"fourgonner";0;7
